	H1650	H23	CAL-12T	H358	H1975	HCC15	H1355	HCC827	H2405	HCC78	H1666	H661	H838	H1703	CALU-3	H2342	H2228	H1299	H1792	H460	H2106	H441	H1944	H1437	H1734	LOU-NH91	HCC44	A549	H1781
MED6	0.134858988	0.018525894	1.791788144	1.969413582	1.837218442	-0.951147908	0.774478507	1.090646645	0.363436279	-0.062211851	0.17873667	0.189137141	1.481796196	-0.342997139	-0.915535421	0.596338958	1.590496452	1.097141584	0.388293558	0.294759584	0.704677622	1.102805376	0.767587703	0.491874979	-1.229431188	-2.5545478	0.847597123	0.760912825	1.588491418
NR2E3	-0.52203572	1.805873767	2.325312736	-0.594962856	-0.201956394	1.680656558	1.986138488	-0.216332827	0.087542515	-0.724553299	2.051087924	-1.298901679	0.421883188	-0.608174627	1.117987016	1.457630812	-0.87165049	0.234533827	0.216414827	0.419236231	-0.795017613	0.824934279	-1.368781361	1.868701033	0.013317219	-1.545220652	0.030400453	0.850616673	-0.467287429
ZSCAN30	-0.024150391	-0.914260937	-0.577021008	0.286055273	0.406524066	-2.173721183	-0.19222646	0.992254478	1.022817966	0.258651133	0.434429077	0.90559457	-0.630268877	0.904719969	-0.112744438	-0.069293118	-0.115794622	0.310275662	0.116123408	-1.068782629	-0.204353992	0.593100304	-0.128423027	-1.754466616	0.351443517	0.924865313	-0.446453858	-1.893748945	0.424095695
HDAC5	-0.757396438	-0.368582756	-0.171662272	-0.976587666	-1.225296174	-1.099399972	-1.740347798	-1.241884976	-0.720529689	-0.235839402	-0.996970606	0.337692999	0.033396153	-0.116831526	0.157542481	0.182333043	-0.926802732	-0.55038639	-0.94846205	-1.529875058	2.246144279	-0.06493851	-1.812813152	-0.317784954	-0.492416165	-1.350436841	0.588388128	-0.734423686	0.05056756
ZNF263	-0.650180379	0.797057704	-1.122017321	-0.144766081	-0.761211895	-0.28859945	-1.192709864	-0.599751322	0.976724437	0.429828208	0.394785301	-1.164947712	-0.449773748	-0.401355018	0.259377783	-1.862276563	0.291818589	-1.826214606	-0.661347194	-0.150493694	2.914815308	-0.174873969	-0.041474641	0.179797933	-1.139574024	-0.393170577	0.600808453	0.313227171	0.273409473
CEBPZ	-0.602227821	1.988337752	0.027061461	0.345670235	0.263796016	1.495671875	0.418099644	1.073362155	0.595401002	0.876115354	1.906156385	0.089854092	2.054201867	0.634888756	0.55061494	0.865345967	0.343232245	-0.316983032	0.053879347	1.885251103	-0.001656905	0.023606043	0.808216382	-0.443604919	0.753217639	-1.523154417	0.876864028	1.197238905	0.901243925
ZNF197	-0.31438409	-1.626876614	-0.822924965	0.734673733	-1.010723398	-1.492432068	-0.292078566	-1.337282828	-1.350365264	-0.875113913	-0.413965284	-0.961585669	2.188378643	-0.10280467	-0.253839974	-0.942857901	-1.18765934	-0.169401077	-0.088968109	-0.973233145	0.206431092	-0.582297253	-1.286534627	-1.3215137	-0.383003713	0.392848569	-0.16449444	-1.438850593	-0.133789387
ZNF256	1.324846183	1.086370123	0.834273953	1.287282414	2.077008143	0.464022133	1.217556592	1.466827029	0.036475455	-0.022016851	-1.347236049	-0.28062164	0.570140686	1.013814795	-0.22744277	-0.300400265	0.508311072	0.388222304	-0.652095052	-1.407584511	0.973955731	0.563407971	0.776693126	-0.845904905	0.571194771	0.606795995	-1.42424917	-0.662090377	0.58528873
TSHZ1	-1.046298409	-1.417543186	-2.399493798	-0.796444987	-0.535359885	-0.502720956	-0.542488665	-1.166945683	0.366275611	0.222698859	-0.739178588	-1.882519	-0.743643077	0.102472017	-0.505428607	-0.211776584	0.189848552	-0.391471872	0.502871471	-0.046301692	0.112281349	0.206181179	-0.913703246	0.052923624	-2.424537831	0.292700588	-0.904706131	-1.051191848	-2.255763739
IRX5	2.224472887	-0.267428222	-1.296996949	0.629902373	2.000107726	-0.355878411	0.269881054	-1.120804125	-0.930381009	1.66350719	0.194726335	-0.321747727	0.520032384	-0.038430151	-0.489128624	0.612450419	1.418736241	-0.045884911	-0.887215638	-0.066599731	1.165974876	0.026567707	-0.444960829	2.016755552	1.669442542	-1.028272135	-0.499520478	-0.261428489	1.675058559
CITED2	0.85084595	0.407623318	0.836004664	-0.03453317	0.74113173	0.522138981	1.414207746	0.007021165	-0.040945845	1.10214869	-0.072891601	1.334430302	0.202134431	2.162323628	-1.445983063	0.918787673	0.723243144	0.438222166	-0.16009854	-0.103590361	-0.531381724	0.002848911	-1.031213711	0.34771625	0.398742576	0.478780548	0.989459257	-1.533589648	0.14236079
IRF9	0.817197755	-0.958155275	1.275800221	0.22848593	0.678775968	0.283643031	1.303769764	0.437347671	0.713125328	1.08149582	0.322020758	-0.696257288	-0.200509292	-0.087424021	0.406730982	0.704767407	-0.300451388	-1.063472449	-1.035878604	-2.018330379	-1.208509354	0.910809447	0.461715528	-1.143653113	0.344179915	-0.768022775	-0.171085583	-1.178209539	0.897143117
SCML2	0.226667302	0.721608899	-0.102715734	-0.679786832	-1.199848477	-0.324619888	1.256472603	0.727889414	-1.434552046	-0.410594747	-1.042158667	0.833493397	0.764649135	1.043739771	-1.138822672	0.15630924	-0.468098072	0.57035551	0.182813335	1.000164424	2.294822582	-1.747283269	-0.393846371	0.236180613	0.184347253	-0.541444509	-1.061707323	1.101094231	-0.348730065
CDX4	0.013462789	0.508529958	-0.470190124	-0.578806587	-0.850443022	2.426863432	-0.264376218	-0.673726895	-0.609181086	0.004325667	-0.758962235	-0.358648638	-0.210568194	0.022990549	-1.053960738	0.880779538	-1.69345922	-0.384964311	0.047557878	-0.178912211	-0.838604781	-1.337821289	-0.964228295	-0.341122324	-0.80315675	-0.842334899	0.659297231	-0.350726306	-0.026677663
CEBPA	-0.209731535	-0.577126966	0.258761439	-0.66746246	-0.588757536	-0.234984722	-0.403804424	-1.009811703	-0.549355506	-0.433990035	1.219360798	-0.232612345	-0.247880351	-0.141575426	-0.565194628	1.106698776	-0.47008383	-0.90283528	-0.660420148	-0.094717088	0.206840992	0.143396592	2.212703943	-0.270418242	-1.029112438	-0.620420816	-0.47733314	0.194075672	0.078380375
MYBBP1A	0.000291238	1.44117025	0.189463307	-0.087984004	0.226015524	-0.226264659	0.666469947	2.543772719	-0.673171578	-0.434413479	-0.736985161	0.052304826	-0.093292857	1.818732875	-0.301556184	-1.30505673	-1.577043466	1.045144726	1.493338423	0.727777247	-0.53758328	-0.640983528	0.362758916	-0.876191895	-1.14312742	0.072390868	1.120659541	1.145828284	-0.648061521
DEAF1	-2.616258804	-1.58994563	-0.852580238	-0.663415227	-0.649919397	0.709381428	-1.722695297	-0.699795889	-0.756247891	-0.763502716	-0.483811052	-1.076028392	-1.345503962	-1.761347603	-0.712970963	-0.425231747	0.313557575	-0.523343147	1.135480113	-0.48812179	1.248996991	0.114489207	-1.307961702	-0.721616497	-0.506286919	1.399718187	0.393063951	-0.902593052	-0.451170639
KAT5	-0.248227791	-0.040298456	0.227416053	0.79488513	-0.241217406	2.487146776	0.332204008	-0.622647293	-1.242609878	0.046162966	-0.333514325	-1.246742544	1.02696784	-0.640945698	-0.553183892	0.749505866	1.659393333	-1.741907283	-1.744966754	-1.224685794	1.375329912	1.592091467	-0.191047711	0.78650945	-0.406872385	-1.249864762	-0.479395257	-0.520717585	-0.933603332
BATF	-0.586587739	-0.498779881	-0.491467464	-0.440407873	-0.323909545	1.244913747	-0.306922524	-0.509895982	-0.794282372	0.063237121	0.0261971	-0.680091848	-0.835031387	-0.665122796	-0.066327456	2.417283021	1.204945944	-0.500479222	1.472584604	-0.51846371	-0.746070586	0.815382066	-0.479128681	1.911821599	-0.542631345	-0.692239967	1.361234207	-0.601886934	2.049075443
DRAP1	0.418660838	0.537352087	-0.36122644	1.119359432	0.292895621	0.560096745	0.572814246	1.044807438	0.630342232	0.476382155	-1.01010575	0.485083146	0.760967882	1.202046543	-0.389634182	-0.29905742	1.838518985	2.68175808	0.229764289	-0.406989461	-0.012851186	1.336791886	-0.732145419	0.197051126	-0.122642682	1.531567659	-0.544892185	0.221592244	-1.422094579
GMEB1	-0.175596017	1.314687178	-0.475268432	0.510836635	-1.126038805	1.240175148	1.023923387	-1.511463674	-1.764146337	-1.587064741	0.152878481	-1.196704013	-0.199958604	0.385669538	-0.563828677	0.753078983	0.206589521	-0.630089579	-0.256625603	-0.656630242	-2.252800122	-0.059109735	0.783059004	0.479754612	-0.345826677	-0.141139458	0.265338287	-0.647091902	0.046771395
NFAT5	1.541884428	0.394983732	0.424149638	-0.200983831	0.518039419	1.669834872	-0.344926564	0.341300361	1.745555568	0.45271371	0.059914949	1.313852349	1.091543762	1.287678627	0.318160077	0.088434126	-0.102131345	0.260413112	-0.401037899	-1.791988444	-2.092734475	0.015438671	-0.089302326	-0.296214392	-0.626601972	0.57056887	0.875771629	0.437174011	0.772524297
TCFL5	0.110398174	1.244366351	-0.69840633	-0.592265168	0.960239866	-3.292519783	-1.625112543	-0.581765107	0.373483761	-1.208247541	0.894105674	1.757787537	-0.14459559	-0.675434524	0.504605593	0.212682318	-0.394109654	-0.078835587	0.128787372	-0.081215041	0.000602679	-0.525199104	-0.531929696	0.276012495	-1.180375307	1.270738234	-0.917228554	-1.712812936	-1.314256777
PHTF1	-1.355173613	0.132214039	-0.964545883	-0.397009019	-0.140187253	0.53602606	-0.692109221	0.31924793	0.714524648	-0.460851362	-1.602623346	1.692755273	2.710489032	0.478667541	-1.234345245	-1.025368484	-0.799922412	0.59092192	0.360341624	-0.719064729	-0.067196153	-1.466776957	0.061740864	0.254437325	0.579717262	0.145849302	0.000837575	-0.651037634	-1.669425744
ATF7	0.023191294	1.067725132	0.623079464	0.990906588	0.716550813	1.929238959	1.241970477	-0.009783701	-0.742927071	-0.086402686	0.314923649	-1.375706838	0.018946929	-1.689346075	-1.201372139	0.426772356	0.093162263	0.50484485	4.36823594	0.79266941	-1.340334149	0.314676434	0.850648929	1.051721641	0.181981192	-0.654319616	-0.035783045	1.571139623	0.979501904
SOX30	-0.029135722	0.259201021	-0.127498473	0.714526128	0.059303984	5.347001575	0.112800341	-0.353259047	-0.14616065	-0.546519389	-0.092572064	-0.557377896	-0.558369824	0.135268359	-0.194725599	-0.700646568	0.160330071	-0.570421656	-0.442430935	-0.509552657	0.264508872	-0.010283442	-0.743329591	-0.229845877	-0.743231716	4.294505644	-0.283850432	-0.548578534	-0.286660581
PRDM4	-1.503997325	1.080526357	0.071187123	-0.887904154	-1.158146863	0.501394218	-1.299349785	0.050787359	-0.57091349	0.688101701	-0.571443794	-0.509788667	-1.358073573	0.028828278	-1.13489023	-1.489586607	0.019786037	0.260200862	-0.698657984	-0.070464864	-2.145842941	-0.127893358	0.512948067	-0.453143218	0.08211589	1.306837364	-1.294103164	0.189530575	-1.094223843
ZHX1	1.402958408	-1.497853249	-1.441797432	-0.424212349	-0.204133724	-0.379303587	-0.205565553	-0.680883343	0.024844633	0.00855242	-0.125760227	-0.514931396	1.402555375	-0.298429397	-0.711235764	1.076454219	-0.728926809	0.814292779	-0.653248451	-0.492185935	0.781015419	-0.139627169	2.164157685	-0.774834906	0.56072585	-1.077153556	-1.523983248	-0.815068716	1.382507409
KLF8	2.563885506	0.419416371	0.728903841	-0.254843548	0.052771272	-0.272305185	0.557047164	0.514933453	0.044628083	0.264380688	0.344104194	-0.801331712	-0.743594667	-0.80090611	-0.431127981	6.832590498	0.742653032	-0.718261629	0.375374756	-0.769302533	-0.889340275	0.437051236	0.759781654	1.682209472	0.796559658	-0.007384986	-0.431701424	-0.450041146	-0.568186825
DACH2	-0.199152505	-0.030544029	-0.612464215	-0.248043551	-0.567212389	0.143071115	0.08449695	-0.124760892	-0.335504017	-0.003695196	-0.246263677	0.615848981	0.006237296	-0.469855055	-0.338174514	-0.159189604	-0.607920672	-0.375432664	-0.191215006	-0.245151084	8.135414343	-0.338856867	-0.010189887	-0.003933609	-0.237784954	-0.165711698	-0.33851021	-0.326163446	-0.246528123
TWIST2	-0.215751785	-0.481908703	-0.221410688	-0.287010989	-0.443759754	0.906818832	3.725029349	2.209503481	-0.484598303	-0.445107594	0.064080138	-0.342993994	2.415094737	1.039782775	-0.514344025	0.134577255	1.328384781	1.677511912	0.303178907	1.241910182	-0.292929326	-0.773579326	-0.078685543	-0.482869419	-0.718666486	-0.92272546	0.088572322	0.660472127	-0.687951941
ZNF488	0.798172535	-0.647104315	-0.139795474	0.70701793	0.300664018	0.355310791	-0.613139157	0.805109759	2.460215703	-0.692755598	1.847662936	0.037874157	-0.061571	-0.088773284	-0.107580407	-0.430777169	-0.276012344	-0.161494912	-0.023013383	-0.785813912	0.101581447	0.110048234	0.016344356	-0.84496267	-0.878097548	0.973829137	-0.679913112	1.123023262	-1.241919617
ZNF641	0.298307201	0.30607825	0.985629881	-2.519529701	-0.492804941	-0.03303752	1.195934876	-1.35971582	-0.487158763	-1.467600749	0.514290182	1.203330573	-0.940437057	1.336750537	-0.204196215	2.628575223	-1.953213348	-0.05751012	-2.10456748	-0.816082785	-1.586262719	0.838263064	0.308308092	-0.751940621	1.957488087	-0.287705563	0.493370698	0.680680641	0.356365809
SP7	0.282547404	0.305952657	0.165543352	-0.539208389	-0.137809864	0.151955068	-0.216074647	0.782066753	-0.539110664	1.263315879	-0.368117726	-1.346811756	-0.498105941	-1.678358773	-0.405040189	-0.337542977	-0.268819754	1.120276871	0.620526535	-0.274163561	-0.69325484	2.025938873	-0.363324735	-0.187232305	-0.970670825	0.451199372	-0.581634574	1.073350872	-0.638222069
FOXN4	0.213187305	0.572688161	0.558472194	0.324586812	0.187453464	0.872902079	-0.312594848	-0.541207329	-0.547556622	-1.076250251	-0.807412936	-0.668098352	-1.025451165	-0.421182457	-0.013035301	-0.324904605	-0.788730177	0.478539384	0.429433128	-0.31249527	2.014319076	0.492774319	-0.194789146	-0.30803322	-0.841563502	0.016098423	0.542093958	0.631202183	-1.21889359
JDP2	0.799777132	-1.051536584	2.576097878	-0.264448291	0.094810266	-0.965481505	0.914759229	-0.380265775	-0.834648951	0.113044598	-1.020138162	0.240329656	1.106898063	1.324268392	-0.722332624	2.201889898	0.180784252	-0.75093527	-0.967656856	-0.706406224	-0.89792978	1.609817308	-0.20306478	0.674061158	-0.225889231	0.878755241	-0.445903449	0.232600081	1.221608563
ZNF816	0.770433484	0.128809351	0.295952827	-0.143094688	1.65620559	-0.303975244	0.001997978	0.520894774	0.153425722	0.727426797	-1.737662209	0.308135127	0.710228671	0.153119047	0.379377894	1.507930875	0.185708974	-0.519505165	-0.052067056	-0.838194036	0.469718448	0.232314977	0.97987853	-0.808751648	0.838275373	0.879791823	-2.534310265	-2.200036647	0.315032573
ZNF573	-0.044664657	-0.090310658	-0.21793452	0.751950628	0.037695471	0.42130817	0.466352064	-0.389722914	0.389834709	0.309089011	0.381255639	1.944958828	0.68375624	0.687257824	0.52831537	2.101808641	0.522381942	0.897996525	0.117794489	0.140741764	-0.391968914	0.574666976	1.124731459	-1.854742626	0.81886148	0.713742944	-2.813030618	0.395372273	0.313292423
DMBX1	0.163635214	-0.557333655	0.623174418	2.689083536	0.480609021	0.039965779	1.904295364	-0.664367957	-0.218195016	-0.622095574	-0.315076193	0.172739103	-0.020027322	-0.35140209	-0.591144291	-0.508853084	-0.560898153	0.673610495	0.491857425	-0.329889094	0.203620114	-0.714224894	-0.34142101	0.241249683	-0.719667357	-0.008844344	-0.208567721	-0.411157719	0.545400019
KLF17	-0.687427669	0.166505351	-0.592551502	-0.087828265	0.27630217	0.048012738	-0.279947859	0.218490043	-0.867015471	-0.041908597	-0.733787958	1.166314312	-1.121068299	-0.908157419	0.711480654	-0.632388866	-0.848094667	0.182104214	-0.861745293	-0.271023115	-0.211383705	0.196057227	-0.453090492	-0.189063204	-0.914192205	0.157831156	3.091449928	0.202748626	-0.079607651
BHLHE23	-0.239979263	1.019545773	-0.571663809	0.187624755	0.470320581	-0.752796763	3.385661589	0.064489835	-0.182246478	-0.065587288	0.96699906	0.563711044	-0.096831774	-0.481675848	0.293006296	0.780730339	-0.381946853	-0.1987102	0.470805347	-0.923383789	-0.336973452	-0.268982854	0.033341388	-0.185305987	-0.925226811	0.28052588	-0.069968468	-0.185420318	-0.476704719
ZNF280A	0.979929239	-0.102668129	-0.262388075	-0.325275776	-0.073526267	0.679613566	0.802589544	1.737239147	-0.420581922	-0.403274422	-0.625972636	1.788998088	0.168082593	1.065221799	-0.289829465	0.514083902	-0.509979674	2.099458465	-0.630901029	-0.041142967	-0.754562332	-0.191229162	-0.298825201	-0.100887905	3.177692461	-0.498142609	-0.071898789	1.411715136	-0.439073534
OSR1	-0.483443687	0.436838797	-0.756388708	-0.546530826	-0.393384363	-0.392019003	-0.170668073	-0.429692064	-0.607539146	-0.170659999	-0.320047431	-0.40040694	-0.487354088	0.261628587	-0.321106015	0.102319332	-0.167871757	-0.154158609	0.506371287	-0.083612947	-0.374677002	-0.282906185	-0.547788209	-0.23120008	-0.21684714	2.189060982	0.216995516	0.100986263	1.33997909
KLF6	-0.81066335	1.166388918	1.017953592	-0.280103483	0.853155515	-0.367422294	-0.73936117	0.920156052	1.190297229	1.228387152	-0.311955686	-2.501657181	0.643311452	1.249187972	0.182265905	-1.421503434	1.136594059	0.926008914	-0.702651512	-0.581106509	-3.006284236	-0.44314149	-1.554931853	-1.574909904	1.097729369	-0.219901531	1.007586867	-0.37480448	-0.206568794
ZFP42	6.322846579	0.057114219	-0.134675939	-0.344015653	-0.522819896	2.677794998	-0.056717181	-0.441098072	-0.235894666	-0.124807582	-0.263848099	-0.451009703	-0.220809945	-0.476197183	-0.356669796	0.250004266	-0.364069712	-0.287962735	3.208493711	-0.333487362	-0.668640063	-0.140040157	-0.517295203	-0.043307538	-0.214598272	-0.189627163	-0.044746411	-0.154854412	-0.460155018
POU5F2	-0.205479605	-1.037722511	0.419777449	-0.289529475	0.602553622	-0.90361833	1.228335004	-0.709802657	-0.02142121	-0.869856336	-0.851380904	-0.830364862	-2.204997075	-0.363664768	0.986119038	1.832895379	-0.545578182	0.171731902	-0.540454062	-0.2023527	-1.748583354	1.320993396	-0.715227074	0.700788963	0.020019814	0.26040063	-0.214173926	-0.294348531	-0.47241528
NOBOX	0.339208211	-0.346228411	-0.24016735	-0.517180634	-1.002652634	1.638105824	1.851758742	-1.884220833	-0.738669282	-0.289003341	-1.1781205	-1.033712825	-0.994691693	-0.025759133	0.550437707	1.268812672	-0.196057032	0.229471627	-0.872910701	-1.061586217	-0.947269365	0.847339206	-0.247942495	0.430458125	-1.208069956	-0.516251655	2.296452629	0.583582041	0.958190565
CREB1	-0.812762817	-1.000570151	0.252795187	0.725739552	-0.184567767	-1.199960276	-0.757742218	0.913999779	-0.405070202	0.267170424	0.313419453	1.439296665	1.943187916	0.447313782	-0.151832776	-1.309431251	0.051816418	-1.111862083	-0.959901324	1.341159741	-1.31269067	0.021960697	-0.948726842	-2.18066308	-0.495939723	-0.428282713	-1.467232683	-0.10463103	-0.030344891
CREBL2	-0.779273292	-0.039643711	-0.99030983	-2.152296392	-0.137372049	-0.322160929	-0.715013397	0.400905844	1.015324715	-0.108229112	-1.187618575	-0.941197245	0.246204014	1.31766963	-0.203146541	-0.188954057	0.164015361	1.452160762	0.293321241	-1.010248677	0.117555664	0.325395613	1.480956855	-1.539043934	-0.193347862	0.032754298	-0.452528768	0.831454504	-1.668715407
CREM	-0.85443169	1.014125787	-0.958228081	-1.032910669	-0.557758211	1.558906934	0.945517508	-1.000216256	-0.361569949	-0.795457692	-0.474971958	-0.027177968	1.9308248	-0.096375562	-0.463046913	-0.670678678	-0.42998905	-0.087540412	0.691382538	3.152961358	-0.793688598	-1.646227864	0.966948423	0.498227991	1.092405035	0.146166856	0.869910818	0.354518641	-0.294400564
HDX	-0.093375432	-0.328616613	-1.238602616	1.957947816	-0.069071527	-0.907445636	0.495470047	1.227792293	-0.21020798	1.433275188	1.611595207	0.207839085	-0.871195655	2.324088828	0.087198104	-0.284841852	0.749011398	0.439681466	-1.099883746	0.27525408	0.941192296	0.072784695	-0.285681231	-1.163230978	1.223236567	-1.396081038	-0.935256307	-0.303000185	1.446114627
FOXR2	-0.404185385	0.019854643	-0.347816608	3.789577899	-0.322488101	-0.235082457	0.227119959	-0.507424892	-0.30833804	-0.356236751	-0.304355464	-0.437719588	4.513070248	-0.210535715	-0.278682027	-0.188296826	-0.356705356	-0.363196615	-0.401381697	-0.418950419	-0.408262137	-0.027516462	0.019678774	-0.06083168	-0.332292501	-0.309969649	-0.131309671	-0.210259998	-0.170547696
ZFP28	1.041401754	0.529260859	0.271156652	-0.188674894	1.732144413	0.188972964	-0.091829877	1.732364314	-1.105853495	-0.304379929	-0.959433098	1.073413373	0.760931979	1.729594338	-0.90661322	-0.150386462	-0.194546627	1.325653563	0.710299534	0.113117528	1.082950117	0.908409443	0.546528847	-1.023221004	0.040263543	2.155513603	-0.943098724	0.032540015	0.131171242
GATA5	0.526040972	0.928969205	-0.012902581	-0.306740875	-0.784947365	0.304650379	-0.313904035	-0.432512484	-0.14327952	0.124127192	0.771218543	3.101344507	-0.649208903	-0.331746851	-0.25355953	-0.465700205	0.677392931	-0.227551497	-0.561372908	-0.303997098	-0.581963634	-0.50907172	-0.153017036	-0.441276869	-0.553786198	-0.020051277	-0.13577752	0.158044246	-0.311602402
CTCFL	-0.178499467	-0.154938242	0.173277701	-0.35243931	-0.24072426	-0.266496076	0.01744962	-0.303552423	-0.347436002	0.072147143	-0.311029766	0.024728318	0.01424899	-0.322611734	0.131932955	-0.063867414	-0.277369507	5.7383977	-0.126159129	-0.355876827	-0.30803628	-0.207889387	-0.226180674	-0.386568032	-0.302179966	-0.098370055	-0.290584189	-0.202922196	-0.247076655
GSC	-0.045374137	-0.212730917	0.292865965	-0.550617665	-0.589371137	0.47522454	-0.306037325	0.381204427	-0.116587183	-0.948815968	-0.162498694	-0.162764584	-0.479177213	0.108831583	0.384619015	0.004868582	-1.089692201	-0.13315633	-1.069914881	2.64221426	-0.21867146	0.022007993	-0.462408649	-0.708475874	0.357274325	-0.361828749	-0.073019703	0.374700617	-0.599258047
ZFP90	0.997064102	-0.786877228	-0.12123889	1.650651711	2.044414216	-1.225089143	0.147572547	0.973203194	0.834231679	-0.293940826	0.568898335	-0.110371155	0.33220087	0.489030008	0.821554591	-0.535478338	0.584430644	0.185728153	0.145217019	0.232592357	1.556387586	0.722445771	-1.428924258	0.134628182	-0.15007697	0.005853884	0.061475493	-0.681801147	0.210877803
ZNF418	1.938388452	-0.567184823	1.273913888	2.647620608	1.92720789	1.346518606	0.897102234	1.637015244	0.159671828	-0.591751658	0.898379473	1.179356905	0.680826894	-0.639465518	-0.556654664	-0.444125599	0.299430609	0.936576483	0.135855548	-0.59027647	1.568140915	1.657108205	-0.705344697	-0.520690467	-0.075367389	1.212757197	-0.593099594	-0.272720964	0.537064367
SIX5	0.968192509	2.977658636	-0.707162943	-0.379234092	0.40685584	-0.818143592	3.046743563	-1.636311373	-0.408890614	-0.845265161	0.083964431	0.628887478	0.619721605	0.634501169	-0.627627082	-0.188631009	0.054670431	0.102588359	-0.753968955	-0.334879167	-1.003668651	-0.407416175	-0.703334812	0.310919884	1.197436725	1.034393485	-0.607268997	1.418085906	0.052278863
ZNF420	-0.185575583	0.120108191	-0.499847569	0.187273933	-0.063599986	-0.346545994	0.289185026	-0.109420286	-0.254890367	-0.060465267	0.106733918	1.904200303	0.653852977	0.13981732	0.50496264	1.053401534	0.18054127	1.019800099	-0.236630139	0.930677176	-0.20123592	-0.155063782	1.163044228	-1.935103566	0.933208997	1.54136138	-2.016927172	0.297812135	1.107548377
ZNF565	0.389816838	0.236466768	-0.71532755	-0.545740748	-1.149755018	0.483577997	0.734862293	-0.724077706	-0.686871242	-0.130973337	1.547421488	0.086700004	0.416593345	-0.27212959	0.499580179	1.932256154	0.182454147	0.231885612	-0.583055675	2.334927363	-0.771795475	-1.806123799	0.12522699	-1.075538676	1.04145804	0.476742192	0.116083661	1.075435055	-0.189873517
NKX2-5	0.628846898	1.419000691	-0.383494619	-0.077905113	-0.636427615	0.811524577	-0.088911294	-0.395564708	1.240571717	-0.627841547	-0.657060223	-0.690450027	-0.903540508	2.188941621	-0.679535275	0.154299691	2.187251559	0.077673394	-0.40909767	0.022152091	-0.59719463	-0.267349965	-0.479625892	-0.22129855	1.546137673	0.050725219	0.707402913	2.286646591	-0.734114576
CREB3L4	-1.112245478	0.344619641	-0.124039041	0.596268457	0.650958655	-0.54290081	0.122937295	-0.697087204	-0.174653477	0.57242156	0.642059865	-1.078485184	-0.546948286	-0.735119428	0.102134216	0.295897555	0.276560728	-0.525954513	-0.91839546	-0.258231669	1.888725389	0.201332053	-0.378673281	3.099535713	0.914426904	-1.148907254	-1.191199547	-0.93295579	0.686501809
GLIS1	-0.788452394	0.075920163	-0.02858484	-0.512182727	-0.347659559	-0.33457304	-0.193943012	-0.59947331	0.406762149	-0.288810138	-0.869354807	0.434705972	-0.604005625	-0.933562386	-0.371539612	-0.78862908	-0.499626265	-0.358956973	0.832905777	-0.003670849	-0.729538842	-0.314777699	-0.868324795	-0.515946787	-0.716905161	2.539605754	1.722030037	0.404236198	-0.471901008
CTNNB1	-0.636643195	-0.744929068	0.438535163	-0.056736997	-0.188100791	-1.840983749	-0.653282636	-0.998531272	1.525975668	-0.03906151	1.752613417	-0.015441029	0.606005153	-0.137525396	0.313990187	-1.377882175	-1.555970271	-0.592990223	-1.195148231	-1.210402642	2.063605744	0.51279102	0.447817315	-1.141021653	-1.013093169	-0.961648041	0.07769949	-0.302575674	0.989618839
IRX2	1.71092085	0.290897184	1.888939276	-0.685096142	-0.721737244	-0.511179417	-0.736998712	-0.673481414	-0.810657845	1.826015367	1.492710687	-0.093288608	-0.748299111	-0.32864621	-0.698249448	2.013784592	0.896670518	-0.676931093	-0.674760771	1.655095124	2.212591908	0.468065645	-0.623923304	-0.675563566	-0.737036625	-0.569686414	-0.545856076	-0.657288864	-0.666296383
DACH1	-0.650839421	-0.357572903	-0.504317715	-0.443493507	-0.547180511	-0.393839474	-0.501159525	-0.552154949	-0.542174123	-0.489710606	-0.561368401	1.179426451	-0.548006279	-0.557697894	-0.520492625	-0.475133796	-0.537884978	-0.30686614	-0.601869579	-0.580386398	2.439766636	-0.501802401	-0.445261278	-0.592380137	-0.561579939	-0.462484511	-0.536886785	-0.5793221	0.787573517
ZFPM1	0.903280924	0.656315705	-0.578148052	0.344223362	1.363079164	0.139341196	0.76706547	-0.901078367	-1.482268346	-0.693983476	-0.383817597	-0.101269528	-0.921092189	-1.563787178	-2.046718461	-0.62740957	1.080772226	1.959390726	1.065043304	0.23978296	2.309907904	-0.259501347	-1.350095372	1.445491597	-0.991725338	1.472052044	-0.176386155	0.052433681	-0.531780098
ZFP1	0.87170858	0.150548924	0.769539728	-0.014833122	0.69436842	-0.604021108	-0.345209669	0.382445768	0.389061213	-1.067327987	-0.586982768	-0.17292526	2.196970549	0.837974569	-0.221188773	-0.682923718	0.175499962	0.743593314	0.365449582	0.27381513	1.981101711	-0.536317842	-0.507556634	-0.450852819	0.296617678	-1.341628949	0.138554096	0.065079822	-0.461649661
DBP	-0.009074585	-1.175879534	-0.770395799	0.675492551	-0.238963736	-1.175544117	-1.155245088	-1.932891442	-0.209442522	-1.433271116	-0.904734943	-0.772812777	-0.456188639	0.295842232	-2.071570384	0.486670505	0.584758563	0.201117315	-1.388154789	-1.499030859	1.03001975	0.267555067	-1.431824517	0.966393585	1.273435907	-0.436537126	-1.554310154	-1.303406297	-0.639192898
