	H1650	H23	CAL-12T	H358	H1975	HCC15	H1355	HCC827	H2405	HCC78	H1666	H661	H838	H1703	CALU-3	H2342	H2228	H1299	H1792	H460	H2106	H441	H1944	H1437	H1734	LOU-NH91	HCC44	A549	H1781
NR2F2	-0.287442066	0.205485037	0.855274682	0.076017128	0.60006735	-0.083877722	0.68467833	0.715485923	0.405704916	0.247698732	-0.385682429	0.386789066	-0.379821053	0.648719014	1.148890306	1.832899943	0.404249678	0.492353903	0.209471783	0.277812392	-0.685206028	-0.416708982	0.287752028	0.863506995	-2.079829996	-0.14444471	0.146552384	-0.227189482	0.171307714
TGIF1	0.391370229	0.903093885	0.628867349	0.412468511	0.244586858	0.29337672	1.731674195	0.390944855	1.078384136	-0.025870618	0.376967499	0.242841734	0.094801328	0.50921521	0.981946242	-0.245279796	0.133618758	0.174081104	0.147254588	-0.303380169	-2.797160942	0.142782707	1.427763502	1.235527138	-0.167503826	-0.055393215	0.100097372	0.721465969	0.342465162
THRA	-0.527592993	-1.094506637	-1.19005242	-0.876117145	0.06557295	1.241135913	-1.705174114	-1.201233504	-0.313806283	-1.367956927	-0.652582771	-0.423391869	-1.574830328	0.100429832	3.38612748	-0.423477144	0.61241262	-0.929308	-0.413238137	-0.220223839	3.331596601	-0.375416959	-1.347773314	0.725116809	-0.030977851	-0.211227401	-0.662965931	0.678144887	-0.007805578
THRB	2.034552182	0.084805175	1.745687998	-0.181670447	0.208471109	-0.34912831	0.870157727	1.014666131	-0.226046167	0.262848345	1.361888774	-0.822866395	-0.111529338	-0.931418639	0.25647854	-0.098735547	-0.763470087	-0.934399405	0.236943303	-0.703841025	-1.149997483	0.163126984	0.957060114	1.386214147	0.083596385	0.374743076	0.227579759	-0.415994086	1.053909835
KLF10	0.655077737	1.014869631	0.50407624	1.514933997	0.864708089	-0.602903718	0.717984762	2.141663566	1.483698873	-0.754249037	0.986602348	0.602642151	-0.01006801	1.133370472	-0.914668109	-0.654955165	0.737538913	0.936305847	-0.254123074	0.154083821	0.10546723	1.194989565	1.100410641	-0.545763264	0.16733271	0.071096274	-0.069400186	0.91760285	0.487321939
NKX2-1	-0.498149066	-0.301369575	-0.422233209	2.8280034	2.288331929	-0.259409789	-0.159134797	2.225142075	-0.678396322	3.511929859	-0.471549643	2.637337206	-0.212111684	-0.333457798	-0.394778865	1.852531009	2.218072282	-0.3143608	-0.562460945	-0.500954599	-0.421890865	4.448153005	-0.457295316	-0.373088889	3.351712584	-0.474743605	-0.212776622	-0.267930784	3.266890124
NR2E1	-0.170174785	-0.155259872	1.531424455	-0.542628297	-0.48334686	-0.306423425	-0.321235562	-0.18466626	-0.064509666	-0.551068296	0.00570307	7.515836194	0.102909005	-0.245289272	-0.471182243	0.532843311	-0.543403916	-0.248880965	-0.407218313	-0.405841109	0.119472452	-0.237901703	-0.258979091	-0.356112397	0.015690197	-0.259477899	-0.317032692	-0.012025176	-0.462990278
TP53	-1.58612133	0.424819282	0.946238672	-2.05542289	1.331985259	0.344927796	0.112713754	0.546121777	0.451299147	-0.078315547	0.076109824	0.024601179	-1.776511794	-0.863743898	0.486372703	0.860314648	-1.402700711	0.730461653	-2.043025825	0.010629258	0.777265717	0.758212102	-0.113383946	-0.600118498	0.365618796	0.326881753	-1.971436009	0.507366039	1.091085987
TP73	0.440849612	0.895095202	0.474181013	-0.34258608	-0.34449328	-0.231329913	-0.655860535	-0.36767525	-0.279213479	0.380505111	-0.407018237	-0.2861703	-0.297343039	-0.237408419	-0.408579687	-0.224933541	-0.696960154	1.101173264	0.241661453	-0.725534706	5.606795655	-0.293032319	-1.002800988	-0.628100168	-0.218966568	-0.429531013	0.124075834	-0.444314607	-0.773839305
NR2C1	0.0662555	2.039457387	-0.055985956	0.438126135	-1.44752074	-0.025428367	-0.222225974	0.229807693	-0.395478755	0.528267231	0.016572363	0.730190759	1.859813392	-0.11631865	0.189135152	0.549140882	-0.474827855	0.744678745	-0.477902298	0.495743257	-0.162812653	-0.389464909	1.316852445	-0.795766709	-0.097304093	-1.025323222	-0.01787545	0.507486073	0.350854149
ZNF814	-0.10302181	-0.739635248	-0.945298858	1.693225421	2.030598335	0.245926078	-0.62604782	1.788254438	-0.771676497	-0.699073641	-1.068355486	-0.784097401	0.737286305	-0.612714264	-0.52857036	-0.733647022	-0.301621689	0.254000853	-0.358868902	-1.45762975	0.77553744	0.305059667	-1.174339733	-1.156874922	0.112113262	-0.54216629	-0.472893996	0.050037017	0.599555979
UBP1	-0.808145964	0.087150532	-0.912143631	-0.213453774	0.093725499	-2.376951316	-0.245240642	0.065675775	0.611539525	-0.154760444	-1.251270772	-0.148455436	0.548227617	1.13451042	0.731035445	-1.411862268	-1.554678749	0.42716561	-0.168529983	-0.286256532	-0.270273654	-1.260561592	-0.15150142	-0.960531356	-0.932966258	-1.281358198	-0.301088019	-0.126188691	-0.272958608
VDR	0.90605356	-0.521166235	0.116991341	0.378815892	0.44039448	0.118312173	0.418390885	0.451420013	0.30847201	1.014617458	2.214862347	-1.14965159	-1.256126808	-1.156880355	-0.519451485	0.17000201	0.573487045	-0.040421688	0.188576106	0.180711076	-0.352639395	1.578743482	-0.820378827	0.441024915	1.344678056	-0.697134206	0.57687657	-0.963591663	0.296271386
YY1	0.690459711	-0.02498684	1.212361766	1.659204255	1.084678239	-0.083693342	0.377906789	0.74231089	0.767563411	-0.150077808	-0.478260868	-0.583583575	1.242624906	-0.250290182	0.459298183	1.460798711	1.07291201	1.306765811	-0.10288825	0.216544924	-2.513294985	-0.213445931	-0.418332872	1.555377255	0.910253866	-2.282607098	0.125306793	0.052914571	2.248911697
ZFY	-0.592714322	-0.585724763	-0.056676158	0.566462732	-0.574319053	1.132899866	-0.54505363	-0.494895622	2.399341523	1.68849221	-0.885060286	2.354445438	-0.654772626	1.647293323	-0.533401114	1.287807602	-0.473463577	-0.550002413	-0.789568188	0.990978174	0.649550194	-0.196638042	-0.571402265	-0.534514176	-0.74893705	-0.559892175	-0.575042884	1.10295451	-0.795955854
ZNF2	0.227809473	2.939124576	0.568399262	0.546616041	-0.239482279	-0.54940555	1.105445001	0.731282178	-0.598447898	-1.191548227	-0.778004153	1.68104603	0.60109095	0.327981949	0.411733931	0.353353165	-1.155998184	-0.188352151	1.756160337	0.22450322	-0.185346905	-0.349096719	-0.851842193	-0.764470911	-0.978652519	-0.390493508	0.358980778	0.865682678	0.724607063
ZNF711	-0.138551458	-0.629419249	-0.310991218	-0.912243627	-0.994479671	-0.990727563	0.387056701	-0.953016646	-0.004811075	-1.018117853	-0.434628735	2.179908297	-0.96524281	0.06716124	0.312785224	0.539534869	0.797516398	-0.928018105	-0.050968116	1.078259374	1.75781158	-0.942091357	-0.815388117	-1.005277717	0.903006827	-1.000522667	0.09567706	-0.333137659	1.024146559
ZNF7	0.352766673	0.86046654	-0.293756238	1.248898293	-1.031637944	-0.364577232	0.57296775	-1.791075536	-0.264047661	-1.027908164	0.179957811	-1.922600697	1.109039555	-0.151035333	0.123908666	1.132141779	-0.528500254	0.38268655	-0.828384154	-1.042580765	1.462637086	0.68003324	1.659702323	-1.342219748	-0.666574141	-0.42404561	-1.713108731	0.058799196	2.513911538
ZNF8	0.357626876	0.181032725	0.180985475	0.709038234	1.164367912	0.143036835	0.658122796	-1.334047484	-0.427368955	-1.15114206	0.240913883	0.132540546	0.948745117	0.204316936	0.48497622	-0.651515343	-2.061737291	-0.819641588	-0.142139904	-0.79439312	0.768246077	-0.22461677	1.128908344	-1.707036984	0.765738443	-1.222064571	1.995383725	0.498032456	-0.027548106
ZNF12	0.162406664	1.597153481	-0.96844671	-0.578788607	-0.059999049	-1.370112112	-1.205992517	0.469707985	-0.056769887	-0.579631378	0.859443183	-0.322649272	-0.890929291	1.38836001	0.992604519	0.533068252	0.04650549	-0.247378075	-0.229716676	-1.164025671	-2.88971599	-1.060704739	-0.299589583	-1.750907978	-0.346255623	0.75037704	0.087086407	-0.969529522	-0.515190052
ZNF14	0.017036131	0.643796374	-0.162455971	-0.06278601	1.751651077	-0.525302285	0.714089475	0.019814304	-1.097927273	-2.813891007	-3.392748368	0.859573734	0.461956961	0.173991959	-0.53787344	0.756764635	0.206028062	-0.353689845	0.723652943	-1.091796097	0.813817858	-0.571839554	-0.459674595	-0.679296328	-0.555407333	-0.080367892	-3.185830282	-0.160299575	0.069136006
ZNF16	0.456571278	1.214283942	-0.11269479	0.160061806	-1.68057239	-0.354976694	-0.115982035	-1.3006553	-0.92479524	-1.199715709	0.485436417	-2.519396206	-0.445332646	0.435251148	-0.474564262	0.973219331	0.256861494	0.873894819	-1.007956086	-1.618582506	0.656813282	-0.723551409	0.063184771	-0.978313794	-0.761245148	-0.323268135	-0.582571889	-0.55396089	2.554945716
ZNF19	1.253945419	-0.147396597	3.10657696	1.233824362	0.396881932	1.09731907	-0.066138322	2.47489746	0.237486402	-0.017009166	0.441904919	-1.296085026	-1.227087309	0.289682767	1.649040031	1.144962223	0.384323346	-0.449883018	-0.054614557	-1.032524426	-0.476233697	2.856721528	-0.088039271	1.391274428	-0.999091434	0.318525295	-0.410890968	-0.81793983	0.609968108
ZNF22	-0.527458449	-0.493284651	-1.150179707	0.059195253	-0.338382063	-0.310005891	0.259576304	-0.420716735	-0.068822896	-0.042315853	-0.674725679	-2.674450696	0.960996788	-0.866552198	0.16187672	0.127145137	0.100541437	-1.893154467	0.645741831	-2.487688558	-1.671964264	0.059932192	-2.757138755	-0.483673654	0.523765109	0.235593448	0.406785662	-0.210149051	-0.477062131
ZSCAN20	0.512811462	1.431306114	-0.509571599	-0.674523039	0.044392886	1.074128676	1.091783087	-0.612234555	-1.397659247	-0.423927391	0.93014103	-0.234565156	-0.099208119	-1.206678364	-0.111829647	-0.453934647	-1.522229663	-0.045615775	-0.531872253	-1.159075676	-2.422250749	0.666314403	0.844221586	-0.847587382	-1.249195743	-0.558386636	1.21934833	-0.091029683	-1.24588636
ZNF35	0.219571056	-0.704693441	0.983329868	0.499966793	-0.806845224	-0.447811518	0.345849355	-1.073007916	-2.303279715	-0.586462592	0.980253694	-0.625328779	2.50323226	1.181550748	0.44911255	0.034069674	-1.229648989	0.183869703	0.848803053	0.134530591	0.251825764	-0.690530057	0.390859974	-1.312259229	0.130629565	0.514413571	1.556361127	0.269804681	0.115353186
ZKSCAN1	-1.73662172	-0.815461477	-1.556813233	-0.398212812	0.255108417	-0.690377435	-1.285296447	-0.397870197	0.056827196	-1.045186437	0.576277253	-0.366689461	-1.534924308	-0.294636697	-0.667564447	-0.797867313	-2.530308153	-0.193008224	-0.653507313	-0.950633445	-1.250180623	0.321463265	-0.978652464	0.487852933	-0.980129543	0.233727016	-0.347508752	-1.927908494	-0.157923676
ZSCAN21	-0.467386676	1.543074165	-0.830981796	-1.802414391	-0.432276241	-1.218569266	-0.223279286	-0.819490091	-0.802525753	-1.688578697	-0.143265284	0.519010482	0.092403554	0.722788274	-2.430955698	0.61936128	-2.187368414	0.59179238	-0.412864443	-0.673516466	0.875618738	0.058878125	-1.295964634	-1.093850852	0.80649404	1.087017067	0.038714149	0.151478359	0.384841284
ZNF43	-0.548164468	-0.611854092	-1.142164073	1.300445418	2.246336468	-1.040916125	-0.044047889	0.505413229	-0.30994812	-1.105408565	-1.302742762	-0.816572125	1.344023891	0.445379943	-0.766371877	0.67181023	1.127409175	0.706896709	0.014218685	-1.052007404	1.602828809	0.202312414	-0.84651502	-1.087099706	0.175430699	0.637752984	-1.246610346	-1.137387287	1.171765234
ZNF45	0.221697842	0.399572077	-0.265550398	-1.260544971	1.013060448	-0.088030614	1.706641511	-0.727130251	-0.231638833	-0.703737965	-0.860081512	1.865012165	1.918956057	0.619989191	-0.935728922	1.670090606	0.034824659	1.676681633	0.048137068	-0.596043518	0.030090837	-0.695295592	1.65215862	-2.457435874	1.429901876	0.257339185	0.441077969	0.372406794	0.646734113
ZBTB25	-0.688824576	1.611493811	1.287032373	0.719671501	1.40108353	-1.482419855	2.018968841	0.198425156	-0.250924049	1.310244032	0.883351053	-1.305387878	0.628437744	-0.178390028	-1.78254889	0.189825897	1.258419641	-0.619221306	0.272443852	0.834221685	0.733824851	0.76600935	0.815673587	1.263194863	-1.266500975	-1.841789763	0.300518958	-1.049774278	0.473222356
ZNF74	-0.60763167	0.102861744	2.030311089	-0.405775547	0.047367157	-0.101831235	-0.401473503	-0.335407882	-0.571445809	-0.426974025	0.067017315	0.258165832	-0.231974748	1.011228402	-0.052400778	0.489125328	-1.71673218	-0.612647753	-0.697894434	0.031656828	2.425203998	-0.206944808	-0.793303914	0.048655692	-0.127008139	-0.380465039	-0.940241431	-0.632394402	-0.296992321
ZNF221	0.146430547	3.386183028	-0.918933822	-0.030905744	0.96427866	-0.338335392	0.653638273	-0.742332049	-1.79965566	-1.833070716	1.9068893	-0.014740759	-1.432256976	-0.219276517	0.841402511	0.517179084	-1.35296786	1.518245206	-1.187478472	-1.165882496	-0.28472106	-0.418364592	-0.332331255	-0.013460915	-0.018207467	-0.748642237	1.062604063	1.417287776	-0.175439079
ZNF85	0.251476645	-1.211092571	-0.150223135	1.039826732	2.293948975	-1.476455255	0.458167873	-0.059930524	-0.760738805	0.491924691	-1.821302784	0.986089974	-1.303228925	-0.102912823	-1.073707951	0.117519745	0.499677886	0.006805507	0.731390366	-1.572507552	1.545400541	0.103228414	-1.057932488	-1.323837549	0.368910939	1.073861929	-1.524549094	-1.351264381	1.564379496
ZNF90	-0.241200822	0.858139806	0.239088748	-0.27728769	1.518799444	0.422432943	0.978676724	0.669887423	-1.493501624	-1.72452536	0.779474407	1.33149364	1.171983372	0.319816755	-0.23213236	0.347320137	0.434376201	-0.67331419	-0.383929761	-0.938362186	-1.11032406	0.759777381	-0.775538892	-1.20355626	-1.540275488	-0.12888512	1.523327831	-0.961892274	3.976820007
ZNF91	0.243688996	-1.75913695	-0.671602553	0.278854112	1.20888651	-0.530751391	-0.208564664	0.224701726	-0.373376274	0.141511354	-2.105039371	0.958023298	-2.411396616	-0.032258585	-0.114572795	0.834341764	0.269000852	-0.117393482	-0.075881257	-2.212445458	-0.056547876	0.311205298	-0.377373436	-1.263390503	0.477831547	0.569508006	-2.214543893	-1.902938683	0.796912291
ZNF222	0.385206457	0.244324098	-0.926731323	0.047415429	0.837275591	0.097890556	1.648289083	-0.042322969	-0.209427013	-0.695724042	-1.061691805	0.529899977	2.243736498	0.474084738	0.249599568	1.794379633	0.003789573	0.999519712	0.992657248	-1.142817164	0.865390324	-1.134469283	2.05469684	-1.33851481	1.094128587	0.236295463	0.513283367	0.480980182	0.57960997
ZNF131	1.078941321	1.986556699	-0.883915647	-1.109963337	-0.582440162	-0.159323	1.049892746	-0.724698148	-1.292454874	-1.242503286	0.580410435	1.319834301	1.580703344	2.285573213	-0.665382066	0.533602039	0.327391456	0.500223001	-0.024230857	-0.052454498	-1.148367611	-0.914081137	1.616602915	-0.988731489	1.883941267	0.569962447	0.611796616	-1.629544985	0.772430046
ZNF132	-0.574356631	0.880894875	-0.449512091	0.792643547	3.424209922	-0.568566755	0.665054034	-0.853444111	-0.352631199	0.248295184	-0.895341348	-0.733717675	1.821177125	-0.819613412	-0.148163142	-0.199872123	1.150567009	-0.416870589	0.213750617	0.139387275	0.481491623	-0.568349262	-0.339451819	-0.854133424	-0.498276146	1.174154485	-0.754305851	-0.772589302	-0.77843706
ZNF133	-0.687353813	-0.580596712	0.383459894	0.500101493	0.565888668	-2.039434327	-0.72713162	0.149116649	-0.333840498	-0.570239537	3.398657655	-1.176636483	0.606987189	-1.164511984	-3.286071502	0.218096128	-0.594406858	-1.552376017	-1.835119938	-0.315984798	1.785239206	0.39531156	-1.28927771	-0.910804646	0.12671839	-0.280601839	-0.827323384	-0.572423928	0.842953521
ZNF134	0.970106523	0.593115551	0.304529027	0.735553916	1.451599395	-0.111004393	1.196985325	0.988468281	-0.112287302	-0.509903351	0.430798009	-0.235236684	1.298718427	0.475619025	-0.675262628	-1.121622319	-0.175492737	0.418390644	0.284789768	-0.366021466	0.224550197	0.135180119	0.121598232	-1.664011982	0.546038114	-0.153336447	-2.554807002	0.204565589	0.330832601
ZNF135	1.880119025	-0.024413943	-0.174973088	1.700487363	2.984768387	0.11635968	-0.553957001	-0.438607487	-0.652412289	-0.411328606	-0.710782115	-0.735497046	-0.583361534	-0.733439115	-0.747746818	-0.190907009	-0.708019708	1.087535997	-0.778273432	-0.252303537	2.249061586	2.024691544	-0.352484741	-0.642967248	-0.371444424	2.0814803	-0.411843089	-0.68770845	1.712518927
ZNF138	-0.992111595	-1.091926646	-1.240935254	0.76626075	1.265185647	-1.036545967	-1.426909032	0.650295439	0.265817883	0.655834317	-1.269633522	1.061038551	-1.289594911	1.237046489	-0.832361957	0.506171163	-0.357440065	0.152440143	-1.377667756	-0.382091314	0.906146235	-0.552846682	-0.141424716	-1.734145707	0.588392713	0.033280434	-2.422443158	-1.18679254	1.197152521
PCGF2	0.64431191	0.68022679	0.279842179	1.528073528	-0.567933802	-0.61231972	0.23234295	-0.117279115	0.33329774	-0.217377744	0.37646522	0.24873312	0.151952998	0.244114098	2.14307852	0.270599889	-0.42105625	0.180526123	1.157766338	0.031749452	0.786516664	0.314753724	-0.6542815	0.473195812	-0.003038975	1.035186769	0.630009073	-0.042539824	1.519516166
ZNF148	-0.937292353	-0.013471543	-0.308671596	-1.167404314	-0.583674188	-2.386116602	-1.035203397	-0.324207191	0.411740914	0.775288093	-0.198386669	-1.36589202	1.46579013	0.734401823	1.420016498	-1.159352864	0.328007732	-0.39403548	-1.098302364	-1.411527981	-2.804500042	0.064609957	-0.484369806	1.309902475	-0.86784385	-0.526889153	-1.010552953	-1.692801779	-0.007295283
ZBTB17	-0.296980311	-0.028286518	-1.330304036	0.249198338	-0.928538211	-0.587174835	-0.339997824	-0.823955737	-2.025206204	-1.399155903	-1.024380065	-1.139840162	0.749172313	-0.476766047	-0.692961093	0.370012408	-0.569883909	0.2113399	0.0093839	-1.225001584	0.454939953	-0.567721684	-1.818607036	-0.957853221	-0.564846359	0.381149131	-0.769517179	-0.804266415	-0.402954589
ZNF155	0.102933493	-0.450326706	-0.539703875	0.403929257	2.017473507	-1.236668542	1.152278563	0.064074724	-0.482222816	-0.753387975	0.706610182	0.117457533	1.054761307	0.777224933	-0.674045332	2.836348392	-1.108825687	-0.611930993	0.980248486	-0.650662374	-1.710708027	-0.203681898	1.303491637	-0.790006536	0.596146676	-0.295039039	0.954860078	-0.488273741	0.557730126
ZNF175	0.289741848	-0.022554675	0.007840841	-0.323934899	-0.08499009	-0.15364949	0.34364806	-0.298010133	0.018727278	-1.7449111	-1.869413942	-0.150487886	0.705280824	0.443428354	0.139711126	-1.7550317	-0.226967488	-0.296282907	1.175697998	-0.772397134	-1.925398991	-0.720987837	0.11039645	-1.609426453	-1.410581608	-0.222728897	-1.91866252	-0.058942982	-2.000694677
ZNF180	0.590922731	0.821012232	-0.100905613	0.847829375	0.443825643	1.474920427	1.738681948	-0.36685696	-0.411272933	-0.157253177	0.672521021	0.134347405	1.674792968	0.273966206	0.766574355	2.243998976	0.547047309	0.570718467	0.506899193	-0.035067491	0.515784755	-0.488737517	1.722343088	-2.125140838	1.574950077	-0.580345874	0.550650985	0.75029994	0.584221733
ZMYM2	-0.851905034	-0.174269211	-0.245800719	0.111589013	-0.434270603	-1.215511608	-2.296688171	-0.059215717	0.413170267	-0.933956723	0.148411692	0.084241857	-0.335941867	0.37275568	-0.581346662	-0.32877645	-1.49399998	-0.871919137	-1.397721719	-0.816697385	0.327949848	0.062500286	-0.216437842	-0.765047098	-0.497667677	-0.931570976	0.404248761	-0.748606503	-0.292499611
ZNF213	-0.48855493	0.259373659	-0.203184495	-0.533792183	0.316574467	0.934956437	-1.172228612	-1.863019754	0.600552898	-0.554065522	0.537052552	-0.544413654	-2.017975728	-0.026709098	-0.214207247	-0.133476771	0.678038565	-0.674941396	-1.713412916	0.668594057	2.929736677	-1.014644151	-1.845620663	2.123904558	-0.733376767	0.654462816	-0.261548826	0.054186499	0.093542774
ZNF224	0.131323985	-1.156160297	-0.101029075	0.274939914	0.560713154	-0.297920346	-0.440354166	-0.145219154	-0.639618432	0.562161529	0.449791008	-0.844829815	0.285950492	-0.715767864	0.245913886	2.526928083	-0.718385181	-0.52597217	-0.098391276	-1.705271589	0.029601217	0.770676378	0.412163971	-0.978427082	0.177097036	-0.149106359	0.554603643	-0.767638722	-0.251835675
ZNF225	-0.655473542	-1.217506965	-1.742588599	-0.284687704	1.220889755	0.053220814	1.147062469	-1.226059174	-0.438631093	-0.795540482	-0.923752767	0.025662284	1.346760537	0.402640662	0.020572376	2.209227528	0.743873424	0.413590686	1.748743409	-0.65350806	-0.901418569	-0.85158397	0.512527824	-1.292549508	0.772209427	-0.164453605	0.16109708	0.542271636	-0.05807234
ZNF226	1.001562055	-0.0519676	-0.136540445	0.456082124	1.10394174	-0.439583741	0.579701773	-0.334059405	-0.276897295	-0.141375954	0.54670721	-0.409049775	2.77892422	-0.560567138	-0.735747932	0.04733741	-0.132648904	-0.206064092	0.821223004	-0.818471403	0.030527377	-0.089757685	1.211946666	-0.942723695	2.12446255	-0.048101764	0.873331107	-0.265022737	-0.362127062
ZNF229	0.838537285	0.817658221	0.231977562	1.207955519	2.754050855	1.45328684	4.726575978	0.999552663	-0.091209122	-1.09787947	-0.905410978	-0.835654532	2.464360105	2.563053713	-0.43912116	-0.615222974	0.209055679	1.650779815	3.750720479	0.416781306	-1.143610056	-0.91214616	0.948404244	-0.652439029	0.556622608	1.227953258	0.028717936	0.477633582	2.137191685
ZNF232	-0.916604197	0.368923765	-0.722070825	0.464197917	0.806932083	-0.470142831	2.110054182	1.639654619	-1.458360014	0.441389001	-0.626756075	-0.45967588	0.114361139	0.920563196	-1.137597151	-0.019403659	-0.810200697	0.594890044	0.513846758	0.91423623	0.307471425	0.417179435	0.029638341	-0.71460603	-0.663687949	0.674530542	-0.979714669	-0.479406783	-0.185450727
PRDM2	-0.275669219	0.241616656	-0.815640805	-1.078034235	-0.797335303	-0.299395851	-0.601308506	-0.55413335	-1.708754628	-0.305732753	-0.619353778	-0.083982901	0.390515974	0.108587405	-0.629663659	0.272750908	-1.900864068	-0.221098362	-1.205658248	-0.79561699	0.409979599	0.235567795	-2.286582748	-1.2634353	-1.027984629	0.127973557	0.775080503	-0.839566086	-0.434048065
ZNF655	0.02349305	0.301052524	-0.289597377	0.006605573	0.586485118	0.153173024	-0.958221786	-2.193090329	0.966589903	0.057271303	-3.05345464	0.909613134	0.613184082	0.705540794	-2.865022092	-0.39438555	-0.936299011	0.870795457	-0.228753777	0.03993905	0.452413492	0.882743356	0.505651333	-0.601583703	0.305167737	0.95131567	-0.246932672	-0.02316144	0.135460359
ZSCAN5A	1.457684112	1.322465056	0.952036702	0.534639973	2.243210947	-0.600919851	1.440561281	0.97069001	-0.117214751	-0.052742192	-1.039588674	0.796296854	1.992949015	1.011884894	0.106557786	0.830332203	-0.694054624	0.845757322	0.705212007	-0.077429983	-1.123916876	-1.165143434	1.532334082	-0.174250314	-0.39031726	-0.969530131	0.416437324	0.61612894	-0.367795954
ZNF576	1.878559201	-0.230296415	-0.755160246	0.124846159	-0.184690417	1.113902677	1.284095072	-1.017029041	-0.094763951	-0.145911409	-0.081446497	-1.7203481	1.628881619	0.524506629	-0.575168216	2.056063183	1.330356173	0.163804647	1.22430114	0.529969567	0.289144861	-0.46960451	1.621549841	-1.045119985	1.617002253	0.483006248	0.078533456	1.412769137	0.878123618
ZXDC	-0.929989433	0.106260086	-0.6191783	-0.834967809	-1.347274996	-1.060427039	-1.33752658	-1.062927962	-0.826442023	0.202711631	0.354851411	-0.376955402	-0.19184874	-0.425864466	0.838681093	-0.060086778	-1.06932518	-0.508252881	-2.108398073	-1.179287082	-0.286985526	0.082799781	0.470325708	0.660921731	-0.134481069	-0.50700146	-0.232702262	-1.857478567	-0.124863169
BHLHE41	-0.560637817	2.001006459	0.519141712	-0.630257195	0.106523898	-0.788898373	-0.696629104	-0.531492985	-0.340979066	-0.820939386	0.293021849	-0.788685865	-0.723294963	-0.763779919	0.141311036	-0.677930128	0.123818586	-0.399052751	0.941018805	-0.485082957	-0.827768268	-0.766569413	-0.766850444	-0.785956221	-0.889708733	-0.718842703	-0.276400899	-0.757320541	-0.987509284
E2F8	0.338934154	0.282882821	1.162718516	0.182925783	0.826029712	0.342859388	-0.269064459	0.133512196	0.146370893	1.354292517	-0.208694532	0.435917557	0.889971685	-0.334229197	0.357786156	0.635573857	0.361735661	0.308781831	-0.561806548	0.135358478	0.215203088	0.99567848	0.237751003	0.614393497	-0.024580985	-0.963240784	-2.72196476	-0.376923856	1.038723814
ZNF750	-0.445217189	-0.341851077	-0.083388358	-0.138834066	-0.458436586	-0.332457465	-0.271212086	-0.363099415	-0.266100101	-0.487748821	4.280999416	-0.412465813	-0.314843016	-0.362906806	-0.480341222	0.563450418	-0.411793822	-0.308123816	-0.420026073	-0.5040093	2.632042452	-0.38362654	-0.352173492	0.11128583	-0.395157399	-0.353446852	-0.335275977	-0.453079916	2.455137514
MAFK	0.870701027	0.536556987	-0.721600402	-1.047268014	-0.894758106	-0.187151817	2.596035476	0.730082414	-0.035267855	0.732206583	0.737251272	0.368951816	0.328540309	-0.196316617	0.895096066	-0.6086331	-0.38417647	0.101115918	1.99383789	1.363929943	-0.353417361	0.008990438	2.810380792	1.233741521	-0.336076452	1.314208538	1.971678374	1.901838949	1.081113511
ZNF665	0.377008179	-0.460515319	-0.515989949	0.979269131	2.604971532	0.18050228	-1.121808004	1.953121561	-0.519640938	0.083307963	-1.314472717	-0.099195331	-0.116685436	1.514754464	-1.501331945	1.268799563	0.70487035	0.958150699	-1.317835576	-0.931440233	1.392292976	1.066073791	-0.208173818	-1.129804405	1.00503891	1.194387706	-1.194879573	-1.255958969	0.322838225
ZNF696	-0.034185183	1.19899387	-0.890197531	0.386623043	-2.044908917	-0.153220467	-0.306089803	-0.962161186	-1.263026469	-0.720473174	0.261888503	-0.85259036	-0.844379211	0.963416726	-0.276614626	1.444768988	-0.970707431	0.629205522	-0.824539997	-0.53896244	0.583835754	0.090504502	0.733301369	-0.309971102	-0.11912256	0.426502001	-0.292957769	-0.03237778	1.36447281
ZNF606	0.299010406	-0.796374742	-0.885078916	1.549220741	2.014048808	0.323975708	0.854077783	0.717731804	-0.059432627	-0.148347312	-1.085232283	-0.87872191	0.252374483	0.321686908	0.408443864	-0.457708732	-0.220793556	-0.402605737	0.182225976	-1.243727495	1.40970321	0.176359497	-0.292510959	-1.135239346	0.338679637	1.788371097	-1.725959382	-0.227205176	0.409451731
ZFP2	-0.516428634	-0.599969446	-0.219576571	2.964501493	2.182435248	-0.580513222	0.732223325	-0.429205122	0.192268925	-0.561490967	-0.516862601	0.066476525	-1.376261509	2.882105874	-0.266201992	0.039445956	1.184470018	0.103544608	-0.650631169	-0.167986638	-0.125725005	-0.07538273	-0.018743904	-0.783660384	-0.748071006	2.982272073	-0.562915426	-0.492490085	-0.899742755
NR4A3	-0.379508226	5.192424839	1.133580596	-0.313264836	-0.372426458	1.500081754	1.593812434	-0.311153511	-0.550482553	-0.270458196	-0.20546261	-0.003291707	3.09749154	-0.294249554	-0.566310817	-0.061066056	-0.647177695	0.45989124	-0.487314903	1.480073868	-0.5964317	-0.464401904	0.052007807	2.196799839	0.379904205	-0.224940811	0.665842647	0.102750834	-0.613258503
LHX3	0.302229915	0.611272921	0.110682602	-0.586500955	-0.15510507	0.16456644	0.032528751	-0.357731134	0.34227896	0.146145062	-0.896862859	-0.341554157	0.247313697	0.266362689	0.421865407	-0.457001009	-0.834972395	-0.519923852	-0.434240909	-0.254936615	9.892866419	0.190703377	0.286330362	-0.597477376	-0.956602154	-0.131881082	-0.552095887	0.275369859	-0.631939293
