	H1650	H23	CAL-12T	H358	H1975	HCC15	H1355	HCC827	H2405	HCC78	H1666	H661	H838	H1703	CALU-3	H2342	H2228	H1299	H1792	H460	H2106	H441	H1944	H1437	H1734	LOU-NH91	HCC44	A549	H1781
SRPK3	-0.582761335129	-0.706379425208	0.3643133009	-0.483011413788	-0.713077189898	-0.0485480644086	-0.527944548548	0.337501769311	-0.656781635143	-0.323318624496	-0.432950622825	-0.414799097827	-1.02570516014	-0.86141543336	0.113447130709	-0.110117734834	-0.493510825306	0.148841502072	-0.341096914076	-0.373760525041	5.16013802005	-0.204906932269	-0.465574862965	-0.170405491209	0.0462868031828	-0.100887638702	0.936150906491	-0.159808440045	-0.846857677236
STK39	-0.586887910201	-0.186685901964	-3.51852921027	0.250628833835	-0.477773537255	-0.623811069593	-0.922023879604	-0.553834529963	0.0188478670658	1.26764455687	0.243732054501	-0.233528272962	0.070726356322	-0.256360198366	1.74100160719	0.168247379483	-0.245974298854	0.0149727586862	-0.537623786794	0.259364957343	1.30319049209	1.04320802439	-1.02109494612	-0.097444211539	-0.679290592765	0.132592575801	-0.440607517436	-0.210056840478	0.651311995019
GRK4	-0.693639784983	-0.357559298833	-0.903861262356	-0.810450279278	0.293775460964	1.01246925238	-0.104462300139	-0.573757160539	-0.629467998457	-1.13113893772	-0.401984075483	-0.672554563848	-1.18279197375	-1.00138041011	-1.02021609332	-0.437799213385	-0.103783601597	-0.387565928365	0.386471772079	-0.524742175375	3.62707024835	-0.846550806319	-0.473736660918	0.443388918713	0.766135256829	0.193683014501	-0.614757267515	-0.382906171237	-0.864410410709
TBK1	0.327203594205	0.857319301133	-1.39735659588	-0.226683584848	-0.986051455341	0.438343505371	0.0955271292361	5.59877230781	0.535025797246	-0.0574792253406	-0.0890869322957	-0.473291010807	2.07025290703	0.201409887912	1.13472813336	0.0957341037435	0.229160669915	0.566649702206	1.01188966308	0.902342555728	0.735510304053	-0.49353851697	3.17691860169	0.490045737332	-0.693495688728	-0.183704878432	-0.182356844466	0.744728768637	-0.311064391868
INSRR	0.331108191031	-0.46797839734	0.681112328809	-1.1959141209	-0.538461956584	3.61654220444	0.0949198805735	0.527357553227	-0.160478311505	-0.940444938864	-1.02568967593	0.0537220437896	0.0812756113664	-0.616337936398	-0.480420569988	0.620903382276	-0.723793063816	-0.759642990713	-0.744900743547	-0.433638190137	-0.804929848862	0.429022268598	0.765012989406	0.400356525072	0.207741848533	1.47437300827	0.888734281676	0.387715580551	-0.623678297668
IRAK1	0.141183836621	0.78860835243	0.514213879959	0.528255597434	0.906234596742	0.050158064843	-0.843341381768	1.4438429601	-0.253699342501	0.562537496939	-0.505923659494	-6.62163015564	-1.25390708741	0.947883556407	0.394657662197	0.613122697926	-0.223205762013	0.905373735733	0.6793015538	0.859789221964	-0.0223545526929	1.04672605226	0.194471000436	0.359912834354	-0.80634823434	1.58661987559	0.311985823601	0.544470027287	1.47959853693
KDR	-0.524309948513	-0.285994749061	-0.484871681317	0.176655188567	-0.139711626545	-0.352978396788	-0.192529853638	-0.601257973341	-0.42732342693	0.459403790921	-0.383000999642	-0.571316752604	-0.387982571662	-0.353945117694	-0.240314720092	-0.305685522224	0.456864915478	-0.134886653448	2.13658318203	-0.463127859289	-0.600408393361	4.43095591818	-0.374772774373	-0.206853106256	1.75610452148	0.832887288586	-0.314392175697	-0.313737419572	0.493420282827
NPR1	0.50959217359	0.46477431506	0.275495703595	-0.0188225300561	-0.00553779189807	-0.457197865791	3.40825308266	-0.430407642915	-0.754186081632	-0.8365308552	-0.277053957174	-0.542578430132	0.850439577191	-0.298981448705	-0.169394809154	0.254783369312	-0.427821754652	-0.138946500443	0.618069135052	1.92634989658	-0.305399917703	-0.535939214576	-0.0786616663424	6.26785446487	-0.57293844022	-0.302168608548	0.723075119667	0.611863003221	-0.21459949975
PAK3	-0.554447111033	-0.14575348465	0.019807701456	-0.634915727351	-0.493766886884	-0.587644968262	-0.223714995763	1.38504947586	-0.346100755481	0.254536608908	0.0578873182549	-0.593081365728	-0.470651849929	-0.753944094768	-0.04457050287	-0.334597636456	0.339587787807	-0.135201173448	-0.111896921006	4.91384853892	-0.542750046133	-0.277832990296	-0.689097582111	-0.216688005607	1.12769985691	0.0358874700776	-0.0704161558246	-0.553268062028	-0.977427689296
PDGFRA	-0.53083174349	-0.260873606573	-0.461134616933	-0.389056188031	-0.512555424122	-0.513202268269	-0.337550397234	-0.449953768348	-0.184845421377	-0.565880656726	-0.376356202409	-0.285266103747	-0.570505878589	3.5989506554	-0.477052971424	-0.364449690683	-0.648917127448	-0.390363086212	1.11787799454	-0.464086586409	-0.456431016406	-0.571010055953	-0.456668794377	-0.582304949899	-0.426192703785	-0.411161613389	-0.455618608339	-0.29749801903	-0.471413230218
PDK4	-0.643246330612	0.0520214326491	-0.735006626339	0.0410688433453	-0.0620941249165	5.47771471588	1.25668696709	-0.136401851143	0.577266871283	-0.600025650111	0.0876719162482	-0.560959779287	-0.564903929706	-0.629261601646	-0.214226487129	0.0992996303986	-0.0957150038701	-0.632856345347	1.09320353963	0.386976418899	-0.374720075982	-0.564957229036	1.68089548852	0.508498891292	0.916604246888	-0.607497708564	0.589892890345	-0.122764836854	-0.533651063843
ULK4	-0.693868026964	0.57619652982	-0.488541037068	-0.600948580112	1.13959849686	-0.024286992975	-0.288194559022	-0.499250839312	0.103697412866	-1.04471615662	-1.02427506955	3.02300344444	3.85902887326	0.742978442254	-0.352722819311	0.0692053829166	-1.1177419189	0.651553716213	-0.364768510553	-0.547269099903	-0.735728718521	-0.623797670916	-0.105370633481	-0.139431548509	-0.0553726477932	0.774449831475	0.538987341357	0.355145190444	-1.45386407047
PRKCE	0.00653188631098	0.564826731678	3.69531852388	0.316255032681	-0.268737773865	0.936461505088	0.229151700275	0.649579007492	-0.330103594726	-0.504534505489	0.264729236921	-0.977228043206	0.493632168532	-0.401821398421	-0.286231778644	0.143371277936	-0.360231531689	0.340762717384	0.633162511553	-0.710530501786	-1.33469019053	0.15810804478	-0.347820435103	-0.0744970605278	-0.970507716475	-0.264794429995	-0.298648516638	-0.100908720275	-0.117421120142
PRKG2	-0.185695405297	-0.173758798738	0.0843571047354	1.82650265581	0.00816718972744	-1.10214863444	0.299002536012	0.458848185932	0.292508806484	0.110508201274	0.0835922830961	-0.494333063397	-0.117947545945	-0.539712480661	-0.106334278615	-0.403083001964	-0.789473381348	1.04178736317	1.7004107197	-0.293951866596	4.83952475812	1.01548081508	0.841188534197	-0.620389763823	-0.565583764404	-0.262366183775	0.226425315089	-0.0480005652931	1.12624937347
MAPK4	0.184462348945	-0.526037871059	0.432087271841	-0.882311912532	0.2463560927	0.858754520737	0.0528580187473	-1.11834060341	-0.846948815899	-0.778824074538	3.52519277683	-1.87274500695	-0.779756434901	-1.03963939918	-0.593334310133	0.402156006788	-1.38742646395	-0.145435051359	-0.464972429592	-0.221064461179	-0.861483647989	0.125415634157	-0.191849115691	2.37446029711	-0.74142143961	0.765439400277	1.02979686183	0.0330786596133	0.440665819647
MAPK11	1.76030144778	-0.912259652123	-1.16334588852	-0.965891664409	-0.795153414032	-0.616300339123	-1.36074399688	-1.44829187682	-0.0240889353304	-1.18886879273	-0.229906845094	2.18148914285	-1.15443568431	6.28292786969	-0.303782002041	-0.165568924797	-1.12615334938	1.67872135522	-1.68356079288	-0.864063547551	-0.025445472444	1.89094621905	0.667805987977	-0.625764381324	-1.06334031343	3.22281680347	-0.00135961923278	-0.20366175565	0.187669923843
STK31	-0.0736435504491	-0.103789278742	-0.171304836183	0.351910065169	0.636779689812	-0.136732984421	0.356830815297	3.88911582438	0.645442526145	1.36635891766	0.995319244463	5.60868540158	1.10191914052	-0.554900567838	0.0878206485833	0.0613051266567	1.93127555702	-0.692417574239	-0.481807702265	-0.162887350375	-0.538298188519	2.44041224526	0.804274604747	-0.605526195145	1.78845701648	-0.376520922217	0.358192020009	0.164487780603	3.71930676329
GRK1	-0.751526740756	0.49762291991	-0.142534658371	-0.882124082596	-1.15128284945	2.30790718823	-0.120320850338	-0.351269532148	-1.52617856413	-0.753268427851	3.60086173885	-1.22399585314	-0.607229424447	-0.027417898476	0.190161632113	0.610550408317	0.149796330919	-0.122879865455	0.247865963493	-0.404833707891	0.736929753756	-0.944275067621	-0.0789192939729	0.66164800485	-0.244948778587	3.05153460209	-0.107365228176	0.367536408083	-1.51798582371
ROS1	-0.312364140231	0.701257088589	0.475208119896	-0.585297053882	-0.122694282508	-0.866875137474	0.367939522567	-0.481103705881	2.07223771096	10.291864356	1.29880570125	-0.628175917488	-0.173084374562	-0.0271075504364	0.355169073476	0.470456905042	0.121400231101	0.374924602162	-0.278307341438	-0.553746265788	-0.9351565584	-0.0424202963543	-0.479479901663	-0.332400886407	-0.710017010785	1.87393175483	0.204554428645	-0.323152459593	0.18757252085
MAP2K4	0.119311360371	0.593670683582	0.489152770543	0.841683344954	1.0646737476	0.0951134987897	1.0501520219	1.8914884265	-5.52835520028	0.643068320069	-1.10002618093	0.765710935398	1.16540665474	0.306386329541	-1.36589426158	0.635492290792	-0.377798616287	0.521665309213	-0.608497433149	0.398484127863	-0.988354967811	1.36349213986	1.36269783019	-0.112291585482	-0.262719995241	0.503524058805	0.498006013652	1.52594200513	0.339189212462
SRC	-0.294263824107	-0.6180716491	-0.252534113925	-0.786606760341	-0.228026663992	0.977860793707	-1.20044983221	-0.220379309989	-0.240489905507	-0.201675468436	1.47598937976	-0.55700056844	-0.502553203792	-0.43750130872	0.966927022993	0.379670097404	0.0487955785561	0.250622869281	2.96102471369	2.29903323542	-1.21065927429	0.418655140807	1.16195400519	-0.157006540394	-1.25414293729	-0.574558055166	-0.662438274693	3.70261751475	-0.353027229645
TGFBR1	-0.000863801902237	0.735638383046	-0.680289747385	0.0409258426258	0.359330228484	-1.58740029477	-1.04168608115	0.071551407769	-0.168322664885	-1.37730330792	3.60453908914	-0.00460106826011	1.52756873235	-0.300154706562	-0.786135508783	-0.138050923776	-0.366480418387	-0.796970205926	-0.0301555435493	0.803100056243	0.683145561493	-0.900708153755	0.152510769522	0.14009201149	0.37681542079	-1.21431962063	1.32619746518	1.52307027877	-1.31200182356
CAMK2B	-0.276736818582	-0.426080887295	-0.160160461069	-0.890032770893	-0.437405434411	0.143897214454	-0.573425957682	-0.486419380556	-0.536963481779	-0.657041002057	-0.473345418335	-0.237475278511	-0.669396537807	-0.559435301946	0.0389533011145	0.0337097209054	-0.343587801141	-0.513218087416	-0.592303312945	-0.431221835152	5.33920289685	-0.493778586765	-0.645000361025	-0.477984867194	-0.401579745607	-0.621782123747	-0.249394626762	-0.303365249039	-0.922343301612
STK24	-0.318075789715	-0.814110808905	0.64654518833	0.268371689933	-9.42512096077	-1.07385347267	-2.04958962576	-0.346921024476	0.997283181486	0.300619252666	-0.543103864087	-1.15079217215	-2.28306116664	-0.16280221632	-1.05385971267	-1.37754174315	-0.288349474005	-0.922266884166	-1.12395309094	-0.762953893497	-0.687357148074	0.289910730362	0.317576672161	-0.345565515323	0.541683000309	0.00975409876682	0.737920060286	-0.624271752126	0.100532546696
DCLK3	-0.670177713984	3.22453350121	0.145509551702	0.107432318702	-1.12049273851	0.288890538864	1.54954591823	-0.342665051236	-0.0174028548037	-0.42000224406	-0.361387452578	-1.26427207464	-0.794507764576	-0.619944677524	-0.338767802086	-0.148529477938	-1.07887964511	0.130939014311	-1.30781531251	-1.81879847369	3.68369433676	0.920647356792	-0.847056974398	-0.343798497775	-1.21552566009	-0.85384533356	-0.357215055175	-0.0439115410652	-0.955847308674
LATS1	-0.695252888115	4.29987713375	-0.175587125967	-0.0610221366889	-0.391646017595	3.38545103783	0.345114288245	-0.505734992881	-0.482953863766	-0.0818155857537	-0.928486879202	0.97620913668	0.0990214867389	2.49469055648	-1.08874277914	0.437174751135	-0.50716946748	2.02872431878	-0.507954247305	0.143506280863	-1.19702952981	0.610379518193	0.0958791511261	-0.66311872731	0.508219839517	-0.741815418991	2.38531026014	0.354750355283	0.658437633572
NEK9	-0.337849024951	-0.535265917621	0.803160459165	0.275911464571	0.981343048999	-0.748451143757	-0.0924314081016	-0.32647710356	-0.381243917171	-0.575343823747	-0.633516170113	-0.380961411152	-1.72061619719	-0.856053610431	-0.580950373546	0.373293116468	0.905490885654	0.135705554502	1.10778065577	-0.545183143839	0.475561700843	0.0166875958579	-0.172178219102	0.585186685732	-0.404800140446	-3.99731814916	0.711029764914	-0.470884060846	0.354386295735
MYLK3	-0.368173216711	0.209192446319	0.266317555081	-0.100656799081	-0.33679171828	-0.0608272036099	-0.199021599276	-0.765882671332	-0.0714765477966	-0.44027030011	-0.354868399776	3.46812137599	5.85372671425	-0.465135408179	0.0744346916058	7.08519970528	-0.399050574639	-0.334999773325	-0.623071147299	-0.406230833187	0.939058115719	-0.269533884559	0.117950502536	0.197547299852	-0.36540793118	-0.0568564732136	0.00198321240745	0.0816099586639	-0.603299854904
